,comment,off
1924,ختي نتي غلاتي مكنش علك تسفطي ليه حت تصيرا او نتي عريان هوا كون كان كي بغيك  او بغي ديرك في رادو او في لحلال مي قولش لك صفطي لي تصورك عريان اختي انا راجلي بعيد عليا انا في مغريبة او هوا في بلجيكا معمرو مقال ليي سفطي ليي شي تصويرا عريانا الله يسترنا ودير لك شي تويل. ديال لخير,1
4779,مشيتي برجلك  عجبك الحال اللهم هذا منكر اللهم استرنا و استر اولادنا يارب العالمين,0
121,تحيا العزي امين ✌😂,1
5385,المهيم  دارب  ليك  الفقلوش  وكلا الحلوة ديال. 7 رجال.   علام هذ المغريب.,1
2527,بغات تلسق بسيف يع تفو,1
2100,شوف خيخي تفو على صحافة سيدة دابا را جمعات راسها و ربي را كيهدي,1
775,حكل رب بلانا بكورونا وانحباس المطر والجفاف بحال هادو لي حبسوها علينا رب لا تؤاخدنا بما فعله السفهاء منا يارب تغيتنا غي على وجه الاطفال الرضع والشيوخ الركع والبهائم الرتع يارب ترفع علينا هاد الوباء وترفع من الدنيا بحال هاد الوجوه لي خاصهم الرجم حتى الموت وللاسف تلقاهم ناجحين ونسبة المشاهدة كتيرة والمتابعين حسبي الله ونعم الوكيل,1
4449,"دعوة من القلب في هذا يوم الجمعة ؟؟""",0
2773,و الله ما كدب حلوف و حلوفة الغيس.,1
5971,جمييييل جدا,0
2513,كذاب وغدار نكذبوا حتى صور  غير قنعتي منها وسلطتي عليها المجرمة تع امراتو الله,1
2567,شفتك مزال گالسة على قزيبتك حمدي الله مني خلاك تبركي عليها مني انا كون حيدها ليك خلاك بلاش تفو شوهتوا بينا,1
7469,اللهم ارفع عنا الجهل والفقر,0
3817,شفتو نتيجة راه باقي صغير و ماكيعرف والو غير نديه لحمام العيالات ؟,0
4164,حسبان الله ونعم الوكيل,0
3297,هاد البنت خاصها تشوف طبيب نفسي باش تتصالح مع راسها لانها تتشوف الام ديالها محكوره من طرف الاب صعيب بزاف لانه متيتواجدش معاهم وهي بغات تكون راجل كرهت انها تكون مؤنث ولاكن ابنتي ماشي كلشي العيالات تيسمحو في حقهم شوفي ابنتي  نساء في مناصب عليا بقرايتهم وباخلاقهم ولاكن متسخطيش على راسك راكي بنيه زوينه غير تعالجي وقفي مع ماماك,0
6929,الله يا سيدي ياربي بكيتوني كيف سترتي هاد البنت ونقدتيها من الكلاب الضالة. .الله يسترك دنيا وآخرة ويسر ليكم ويوفقكم ف حياتكم الله معاكم,0
3619,سيري الله يمسخك على الكذوب ديالك ..مجوجة بجن وعندك معاه ولد ..هههه خاصك ابنتي طبيب نقسي,1
6473,ما فعل بشعب طيب مسالم عملاء الانجليز والامريكان حكما على المسماة سعودية وستدفع شعوبهم الثمن ومشاركة بالعدوان بصمتمهم  وهوانهم وذلهم,1
6518,احد اسباب الدعارة هي الجواب عند  البرلمانية اللي قالت 20 درهم كافية للعيش بدل هي كتربح اكثر من خمسة مليون + المشاريع والشعب كيبان ليها كذباب غير غلط وحدة  القانون تابعك يعني شوف وسكت والباقي فالبرلمان غير كيفكيف,0
3898,خخخخخخخ هذا هو رقص مثير عندكم؟ كثلة من الخراء تتمايل كالبقرة اذا شنو غادي تقولو على شاكيرا ومادونا وجينفر,1
3659,الله يعطيك المسخ,1
3711,يارب تخفضنا انا بنت ومكندرش مكياج,0
5432,الله الستار  وأمرنا با ستر  غير أن ثقافة الفضائح,0
1830,والله يهديك ختي اصلا نتي ممزوجاش بيه راه صراحة لفوت ديالك ختي وتستاهلي اش كيوقع ليك واش نتي ممزوجاش بيه لهكتي معاه لهاد شي كامل,1
1300,تيقة فين كتسول الله يعطيه العداب في هاد نهار كيف ما شوها الله يعطيه شوهة في صحتو,1
5470,اويلي هلى الجيفة العيفة :) كايبقا فيا غي راجلها مسيكين موكلاه تقاشر :(,1
728,وأنشأ حنا مسلمين ولا كلاب . اس هادا اشي  كيعلوا اولادنا . الله يخليكم بالخلى,1
3973,دابا دوك اللي جاعرين حيت حك ثقبتو عند بالهوم راه ابرامي ولا الدراري ايتسوقو ليهوم,1
6357,1 : 44 هذا السؤال فالديقية 1 الثانية 44,0
7413,رجولة اختي الله يحفظك  اختي  عجبتني انتي الوحيدة  قلتي الصراحة,0
6509,رجلها ما عجب حال,0
370,سير الله انعل .......................كمل من عندك .الصراحة باينة فيك كتدير كلشييييي .,1
7353,بالنسبة للمغربي، سواء أكان مغربياً مسلماً أو مغربياً يهودياً أو مغربياً حاملاً للجنسية المغربية مهما كان معتقده أو ديانته؛ بالنسبة إليه لا شيء مقدس أكثر من وحدته الترابية وبالتالي الصحراء المغربية هي أم المقدسات لدى جميع المغاربة. بل ما يميز المغربي هو أنه ينسى خلافه مع مواطنه المغربي عندما يتعلق الأمر بالصحراء المغربية؛ بل المغربي يفضل الزراديشتي الذي يسانده في وحدته الترابية على من يدعي الأخوة باسم اللغة أو الدين أو الثقافة، لكنه يطعنه في وحدته الترابية.,0
4634,و الله يمسخك صبن صبن و هداك الراجل مسكين دايرة ليه الشوهة موكلاه دماغ الضبع و لا شنو,1
6811,الله يغبر ليكم شقف,1
2827,سمحي لي متبكيش حيت كون  كنتي بنت الناس مغديش طيحي بقيمتك,1
2912,تحسبي لله اختي وميتخلاش عليك لله اكبر من لجميع ويخد حقك بصح نتي غلتي بس توبي ربك وتحسبي لله,0
5506,بقات فيا هاد الأم مسكينة خصهم اعونوها والله .الله اشوف من حالها,0
3791,قاليه بوك طاح من فوق العود قاليه راه من الخيمة خرج مايل الله يستر وصافي,0
496,وسير الله يعطيك غير شي كسيده ونتفكو منك,1
4805,دوك لي كايشطحو تقدر تشمهوم من بلاصطك 😆,1
3715,نعيوة هذا اكبر مبنت ممرجلش 🤔🤔😲,1
2596,راه القناة لنتي ديرا مفيها حتا فاءدة الكاميرا ديما كتشدي غي المؤخرة ديالك فيها. حولو مسكين مينفاعل,1
1996,"لقد دخلت إلى المحكمة ولا اضن انك لم تلاحضي وأنت في المدخل . الأمة وهي منشورة وكأنك في سوق أسبوعي واياك ان تحسبيهم من مناصريك او منتقديك بل نفس حالتك او ابشع لكن يسلمون امرهم لله والقضاء مهما تكن النتيجة فهناك عدالة السماء . ولم يقدموا على ما اقدمت عليه فما تقدمين عليه من خرجات وتصريحات ستندمين  عليه في اخر المطاف وحتى لو كنت لا تابهين لدلك فاتقي الله في تلك الطفلة  البريئة وهي من دفعتني للتعاطف واجابتك لأنها ضحيتك انت وحبك الباطل المبني أساسا على الباطل . بالله عليك اين الكرامة يوم افتض بكارتك ان كان هو من فعلها وهل هده خطبة وهل اهلك الدين وافقوا بالعيش في شقة يتردد عليك فيها بدون عقد بدعوى انهم ستروك كما جاء على لسان والدتك التي وافقت من أجل التستر من مادا  بالله عليك ونحن في 2020 ولا تزال متيلاتك ينهجن هدا الأسلوب ونحن للأسف أصبحنا عبرة للاوطان بمتل هده الحالات . """,1
4257,عيد ميلاد و هي بالتاج المصخوط,1
1254,الوالدين مساكن درواش  اما هذا المجرم لازم هو الي يمشي للحبس وهي غلطات,0
7226,المغاربة الاشراف,0
3700,بغيت غير نعرف فين بغيتو توصلو هاد لبلاد؟؟؟ هادشي راه بزاااف راكم هلكتونا فصحتنا دعيناكم لله واش ربي كيستر و العبد كيفضح,0
